line,month,year,transport_type_id,transition_hour,number_of_passage,number_of_passenger,intensity
KUCUKCEKMECE-OLIMPIYATKOY METRO,4,2022,1,12.843333333333334,5365,5335,0.994408201304753
KUCUKKOY - EMINONU,4,2022,1,13.975978647686834,174143,170613,0.9797293029292019
KUCUKKOY-MECIDIYEKOY,4,2022,1,11.557851239669422,4609,4588,0.9954436971143416
KUCUKKOY-TAKSIM,4,2022,1,14.251818181818182,108765,107081,0.9845170781041696
KUCUKSU-CAVUSBASI-CENGELDERE,4,2022,1,12.885775862068966,13974,13899,0.9946328896522112
KULAKSIZ - TAKSIM,4,2022,1,14.258652094717668,190696,186950,0.980356168980996
KUPLUCE-KISIKLI METRO-CUMHURIYET MAHALLESI,4,2022,1,12.08189655172414,3102,3093,0.9970986460348162
KURFALI-ESENKENT METRO,4,2022,1,13.816728167281672,23291,23043,0.9893521102571808
KURFALI-KARTAL METRO-CEVIZLI,4,2022,1,13.703349282296651,19224,18986,0.9876196421140241
KURTULUS - EMINONU,4,2022,1,13.222011385199242,8733,8514,0.9749227069735487
KURTULUS-DOLAPDERE-EMINONU,4,2022,1,12.954716981132076,8394,8311,0.9901119847510126
KURTULUS-YENIKAPI,4,2022,1,14.334866605335788,210165,205222,0.9764803844598292
KUSTEPE - TAKSIM,4,2022,1,11.045936395759718,4333,4215,0.9727671359335334
LEVENT BASIN SITESI- 4. LEVENT,4,2022,1,12.873850197109068,11223,11103,0.9893076717455226
LEVENT-HISAR USTU,4,2022,2,12.782678428227747,447221,441200,0.9865368576162569
MACKA - TASKISLA,4,2022,2,13.841032608695652,38428,34487,0.8974445716664932
MAHMUTBEY-GUNESLI-KAZLICESME,4,2022,1,13.31265206812652,42618,42297,0.992467971279741
MALTEPE UNIVERSITESI - MALTEPE METRO / KARTAL,4,2022,1,13.193548387096774,28246,28096,0.994689513559442
MARMARA EGITIM KOY.- KUCUKYALI METRO,4,2022,1,13.75828729281768,34617,34460,0.9954646560938267
MARMARA EGITIM KOY.- SITELER--MALTEPE,4,2022,1,13.886694386694389,87378,86737,0.992664057314198
MARMARA EVLERI - BAKIRKOY,4,2022,1,13.371134020618555,61103,60218,0.9855162594307971
MASLAK GAZETECILER SITESI-4.LEVENT METRO,4,2022,1,12.407407407407408,6956,6924,0.9953996549741231
MASLAK GAZETECILER SITESI-ISTINYE DEREICI-BESIKTAS,4,2022,1,14.279867256637168,32250,31990,0.991937984496124
MECIDIYEKOY - BASAKSEHIR METROKENT,4,2022,1,13.179640718562874,72588,71611,0.9865404750096435
MECIDIYEKOY - GOKTURK,4,2022,1,14.259763851044506,165097,162807,0.9861293663724962
MECIDIYEKOY-ISTANBUL HAVALIMANI,4,2022,1,11.66101694915254,74803,71338,0.9536783284092883
MEDENIYET UNV.-PENDIK METRO YHT,4,2022,1,14.19027181688126,31268,31067,0.9935717026992452
MEHMET AKIF MAHALLESI - ZEYTINBURNU METRO,4,2022,1,13.503538928210313,55165,54231,0.9830689748935013
MEHMET AKIF MAHALLESI-BAKIRKOY,4,2022,1,13.036144578313252,25633,25385,0.9903249717161472
MESCIDI SELAM - BESIKTAS,4,2022,1,13.375314861460955,468843,461763,0.9848989960391858
MESCIDI SELAM-ARNAVUTKOY-ISTANBUL HAVA LIMANI,4,2022,1,11.838616714697409,56200,54365,0.9673487544483986
MEVLANA MAH.-KAYISDAGI-KADIKOY,4,2022,1,13.866093366093368,33296,33049,0.9925816914944738
MIMAR SINAN MAHALLESI - UMRANIYE,4,2022,1,13.29527559055118,30487,30201,0.9906189523403418
MIMARSINAN MH. - TUZLA,4,2022,1,13.557165861513688,26232,25854,0.9855901189387009
MIMARSINAN – I.U.AVCILAR KAMPUSU,4,2022,1,13.3,250184,242803,0.9704977136827295
MIMARSINAN-AVCILAR METROBUS,4,2022,1,13.53516295025729,15795,15606,0.9880341880341881
NISANTASI UNIVERITESI - MASLAK,4,2022,1,13.333333333333334,10913,10829,0.9923027581783195
NISANTEPE - 4.LEVENT METRO,4,2022,1,12.752475247524751,5709,5687,0.9961464354527938
NISANTEPE-YAMANEVLER METRO,4,2022,1,13.70616113744076,39713,39360,0.9911112230252058
NUR SITESI-EMINONU,4,2022,1,13.258953168044076,8766,8680,0.9901893680127767
OKAN UNIVERSITESI - PENDIK METRO / PENDIK YHT,4,2022,1,14.363970588235292,16389,16251,0.9915797181036061
OLIMPIYATKOY METRO - SEHIR HASTANESI,4,2022,1,13.270855904658722,52675,52305,0.9929757949691504
OMERLI KIPTAS KONUTLARI-BEYLIKDUZU,4,2022,1,13.755755755755755,107015,105205,0.9830864832032893
ORNEKTEPE -TAKSIM,4,2022,1,13.856184084372003,100335,98603,0.9827378282752778
ORTACESME-KARLIKTEPE,4,2022,1,13.109625668449198,31071,30770,0.99031251005761
ORTACESME-KAVACIK-CAVUSBASI-UMRANIYE DEV.HST,4,2022,1,13.01321003963012,53542,53019,0.9902319674274401
ORTACESME-UMRANIYE,4,2022,1,13.754569190600522,395562,387951,0.9807590213417872
ORTADAG SAMANDIRA-ALTUNIZADE METROBUS,4,2022,1,12.646216768916156,15011,14911,0.9933382186396642
ORTAKOY-DEREBOYU- TAKSIM,4,2022,1,13.60569456427955,629929,612818,0.9728366212700161
ORTAKOY-KABATAS - YENIKAPI,4,2022,1,13.909702209414023,125525,120887,0.9630511850229038
ORTAKOY-KADIKOY,4,2022,3,13.657407407407408,12350,11398,0.922914979757085
OTOGAR - MECIDIYEKOY,4,2022,1,11.959322033898305,3679,3628,0.9861375373742864
PARSELLER MAH-UZUNCAYIR M.BUS-KADIKOY,4,2022,1,13.756733275412683,421808,414513,0.9827054015096917
PASAKOY-BUYUKBAKKALKOY-KARTAL,4,2022,1,12.535714285714286,7017,6977,0.9942995582157618
PASAKOY-YENIDOGAN-YAMANEVLER METRO,4,2022,1,13.410778443113772,24008,23785,0.9907114295234921
PENDIK - MARMARA UNIV. HASTANESI - TAVSANTEPE METRO,4,2022,1,12.008230452674898,5381,5351,0.9944248280988663
PENDIK YHT-SABIHA GOKCEN HAVALIMANI,4,2022,1,13.932947976878612,21514,21162,0.9836385609370643
PENDIK YHT-SABIHAGOKCEN HAVALIMANI,4,2022,1,14.146683673469388,9657,9164,0.948948948948949
PENDIK-GOCBEYLI,4,2022,1,13.457845433255269,33616,33203,0.9877141837220371
PENDIK-SISLI,4,2022,1,13.51864406779661,138031,134614,0.9752446914099007
PINAR MAHALLESI - 4.LEVENT METRO,4,2022,1,13.459143968871595,19573,19434,0.99289838042201
PIYALEPASA MAH.-TAKSIM,4,2022,1,13.41678939617084,14308,14089,0.9846938775510204
POLIGON MAH.RESITPASA-KARANFILDERE- KABATAS,4,2022,1,14.141689373297003,152815,150878,0.9873245427477669
POLIGON MAHALLESI-4.LEVENT-Z.KUYU METROBUS,4,2022,1,12.717171717171718,8626,8572,0.9937398562485509
R.HISARUSTU-B.ICI.UNV-SARITEPE KAMPUS-ARIKOY,4,2022,1,14.59375,44986,44623,0.9919308229226871
RESADIYE - NECIP FAZIL METRO,4,2022,1,13.335176991150442,30392,30109,0.9906883390365886
RESITPASA-4.LEVENT METRO,4,2022,1,13.774765380604796,35415,35053,0.9897783425102358
RIVA-YENI RIVA YOLU-KAVACIK,4,2022,1,12.732793522267206,5176,5140,0.9930448222565688
RUMELI HISARUSTU - KABATAS,4,2022,1,13.869142351900972,232918,229677,0.9860852317124481
RUMELI HISARUSTU - SISLI,4,2022,1,13.82808022922636,63117,62375,0.9882440546920798
RUMELI HISARUSTU-ISTINYE-HACIOSMAN METRO,4,2022,1,12.922360248447204,8368,8325,0.9948613766730402
RUMELI KAVAGI - HACI OSMAN METRO,4,2022,1,14.20510483135825,68407,67249,0.9830719078456883
RUMELIHISARUSTU-SARIYER,4,2022,1,14.137254901960784,90942,89935,0.9889270084229509
RUMELIHISARUSTU-TAKSIM,4,2022,1,13.655381944444445,235165,231497,0.9844024408394106
S.BEYLI-M.SINAN M-UZUNCAYIR METROBUS,4,2022,1,13.949897750511248,96094,95056,0.9891980768830521
S.GOKCEN H.LIMANI-YENISEHIR-KOZYATAGI,4,2022,1,13.690496948561464,223621,220191,0.9846615478868264
S.GOKCEN HAVA ALANI-UYDUKENT-4.LEVENT METRO,4,2022,1,12.02932551319648,71844,69076,0.9614720783920717
S.SAHINBEY-KARTAL,4,2022,1,12.984269662921347,17118,17017,0.9940997780114499
S.SAHINBEY-MECIDIYEKOY,4,2022,1,13.576564580559255,36564,36316,0.9932173722787441
SABANCI UNV.-ORHANLI-KARTAL METRO,4,2022,1,13.004524886877828,4324,4291,0.992368177613321
SABIHA GOKCEN HAVALIMANI - KADIKOY,4,2022,1,12.615863141524104,6467,6180,0.955620844286377
SABIHA GOKCEN HAVALIMANI - TAKSIM,4,2022,1,12.259036144578314,5849,5532,0.9458027013164644
SABIHA GOKCEN HAVALIMANI-4.LEVENT METRO,4,2022,1,11.877300613496931,8025,7977,0.9940186915887851
SABIHA GOKCEN HVL - SULTANBEYLI - MADENLER METRO,4,2022,1,13.957771787960468,163643,160907,0.9832806780613897
SABIHA GOKCEN-KARTAL METRO,4,2022,1,13.071428571428571,390,380,0.9743589743589743
SABIHAGOKCEN HAVA LIMANI - KADIKOY,4,2022,1,12.70846394984326,99313,94328,0.9498051614592249
SADABAT EVL.-TALATPASA  - TAKSIM,4,2022,1,11.85,5729,5692,0.9935416303019724
SADABAT EVL.-TALATPASA - EMINONU,4,2022,1,8.16470588235294,2391,2379,0.9949811794228356
SADABAT EVLERI- SISLI ,4,2022,1,10.986842105263158,2709,2677,0.988187523071244
SAHINBEY - TEPEUSTU,4,2022,1,12.969187675070028,12198,12148,0.9959009673717003
SAHINBEY-KAVACIK,4,2022,1,13.655462184873947,8318,8286,0.9961529213753306
SAHINBEY-YAMANEVLER METRO,4,2022,1,13.343342036553524,21450,21171,0.986993006993007
SAHINTEPE - AVCILAR-CIHANGIR MAH.,4,2022,1,13.44679054054054,442503,433034,0.9786012750196044
SAHINTEPE-OLIMPIYATKOY METRO,4,2022,1,13.094009983361063,149660,147878,0.9880930108245356
SAHINTEPESI - TOPKAPI,4,2022,1,12.559036144578313,16935,16749,0.9890168290522586
SAHINTEPESI - YENIBOSNA METRO,4,2022,1,14.187218721872188,153242,150659,0.9831443076963234
SAHINTEPESI-BASAKSEHIR,4,2022,1,13.009456264775414,51898,51295,0.9883810551466338
SANBIR 3 - TUYAP,4,2022,1,12.64804469273743,4234,4179,0.9870099196976854
SANCAKTEPE - YAMANEVLER METRO,4,2022,1,13.356968215158924,56568,56147,0.9925576297553387
SANCAKTEPE VEYSEL KARANI-DOGANCILAR USKUDAR,4,2022,1,13.11609907120743,22982,22790,0.9916456357149073
SARIYER - KABATAS,4,2022,1,13.881520778072504,269403,262571,0.974640223011622
SARIYER - KOCATAS,4,2022,1,13.703629032258064,29254,28736,0.9822930197579818
SARIYER-BESIKTAS,4,2022,1,13.782722513089006,149373,147608,0.9881839422117785
SARIYER-FSM MAH.,4,2022,1,14.10901001112347,38375,37939,0.9886384364820847
SARIYER-HACIOSMAN-MECIDIYEKOY-TAKSIM,4,2022,1,2.6353591160220997,6379,6261,0.981501802790406
SEHIR HASTANESI - YENIBOSNA METRO,4,2022,1,12.733695652173912,57464,56940,0.9908812473896701
SERIFALI - USKUDAR,4,2022,1,13.595419847328245,40767,40449,0.992199573184193
SEYRANTEPE - KABATAS,4,2022,1,14.158325750682438,184713,181702,0.9836990358014867
SEYRANTEPE - TOPKAPI,4,2022,1,13.886243386243386,359192,352734,0.9820207577006169
SEYRANTEPE-GULTEPE-PERPA,4,2022,1,14.22134831460674,48748,48287,0.9905432017723804
SILIVRI-AVCILAR,4,2022,1,12.422018348623851,580375,564549,0.9727314236485031
SILIVRI-TUYAP,4,2022,1,13.203488372093023,75212,73314,0.9747646652129979
SINPAS SIT.-SARIYER-4.LEVENT METRO,4,2022,1,12.490445859872612,6102,6056,0.9924614880367093
SIRINTEPE - KABATAS,4,2022,1,14.176417641764177,262840,259593,0.9876464769441485
SIRINTEPE-SISLI,4,2022,1,14.258447488584476,217708,214805,0.9866656255167472
SIRKECI-HAREM,4,2022,3,13.070739549839228,65467,57582,0.8795576397268853
SOGUTLUCESME - ZEYTINBURNU METRO,4,2022,1,14.118491921005386,164549,161442,0.9811180864058731
SOYAK YENISEHIR-YENISAHRA METRO,4,2022,1,12.262008733624452,6764,6731,0.9951212300413956
SULTAN CIFTLIGI - EMINONU,4,2022,1,13.544520547945206,410492,399551,0.9733466182044961
SULTANAHMET - CAMLICA TEPESI,4,2022,1,13.5625,10114,9634,0.9525410322325489
SULTANBEYLI - KADIKOY,4,2022,1,13.108019639934534,381462,372473,0.9764353985455956
SULTANBEYLI - YAMANEVLER METRO,4,2022,1,14.009328358208956,97129,96278,0.9912384560738812
SULTANBEYLI ALTINTEPE - UMRANIYE,4,2022,1,14.106571936056838,442377,434160,0.981425345350233
SULTANBEYLI DEV.HST-PENDIK METRO/YHT,4,2022,1,13.715077605321508,36956,36635,0.9913139950211062
SULTANBEYLI DEV.HST.-MARMARA UNI. BASIBUYUK KAMP.,4,2022,1,12.98248407643312,17982,17780,0.9887665443220999
SULTANBEYLI GOLET-HAREM USKUDAR,4,2022,1,13.218724109362055,303185,298244,0.9837030196084898
SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,4,2022,1,14.010610079575596,252607,249052,0.9859267557906155
SULTANBEYLI UZUNDERE - UZUNCAYIR METROBUS,4,2022,1,13.986096256684492,50713,50217,0.9902194703527695
SULTANBEYLI YENI DEVLET HST.-SULTANBEYLI MERKEZ,4,2022,1,13.454022988505749,24356,23995,0.9851781901790113
SULTANBEYLI(GOLET)- KADIKOY,4,2022,1,13.925892857142856,149505,147455,0.9862880840105682
SULTANBEYLI(M.SINAN)-ADLIYE-KARTAL DEV.HST,4,2022,1,13.493660185967878,643644,627050,0.9742186674621375
SULTANBEYLI-BOSTANCI,4,2022,1,13.01388888888889,29915,29670,0.9918101286979776
SULTANBEYLI-KOZYATAGI METRO,4,2022,1,13.652392947103277,55793,55364,0.9923108633699568
SULTANBEYLI-MECIDIYEKOY,4,2022,1,13.221393034825873,556792,547664,0.9836060862943433
SULTANBEYLI-METRO -CEVIZLI,4,2022,1,13.167892156862743,38231,37785,0.9883340744422066
SULTANBEYLI-UMRANIYE,4,2022,1,13.28964941569282,263880,259423,0.9831097468546309
SULTANBEYLI-UZUNCAYIR METROBUS-HAREM,4,2022,1,13.495953757225433,28796,28488,0.9893040700097235
SULTANBEYLI-UZUNDERE-KARTAL,4,2022,1,14.28060263653484,68028,67050,0.9856235667666255
SULTANBEYLI-YAKACIK-KARTAL,4,2022,1,14.15503173164098,274021,268691,0.9805489360304502
SULTANBYLI-ORMAN CAD.-UMRANIYE,4,2022,1,13.226666666666668,42497,42026,0.9889168647198626
SULTANGAZI PERON-BESIKTAS,4,2022,1,13.73093525179856,23881,23638,0.9898245467107742
SULTANIYE - SOGUKSU MAH. - MECIDIYEKOY,4,2022,1,13.76063829787234,180038,177750,0.987291571779291
SULTANIYE-DUDULLU IMES,4,2022,1,13.600198412698411,63024,62568,0.9927646610814927
SULTANMURAT-KADIKOY,4,2022,1,13.713721618953604,90569,89831,0.9918515165233137
TAKSIM - KABATAS,4,2022,2,13.018930041152265,368953,324604,0.8797976978097481
TARABYAUSTU - KABATAS,4,2022,1,13.614789337919175,303988,300112,0.9872494966906589
TARABYAUSTU-DARUSAFAKA-ISTINYE,4,2022,1,12.996666666666666,9141,9088,0.9942019472705393
TARABYAUSTU-FREAHEVLER-ISTINYE ISKELE,4,2022,1,13.65180102915952,11932,11847,0.9928762990278244
TASDELEN- YAMANEVLER METRO,4,2022,1,13.410614525139664,25729,25540,0.9926542034280385
TASDELEN-IMES-UMRANIYE-BEREKET SITESI,4,2022,1,13.626712328767123,574363,564189,0.9822864634386268
TASDELEN-KADIKOY,4,2022,1,14.005224660397074,89873,89074,0.9911096769886395
TASDELEN-UMRANIYE-SANTRAL,4,2022,1,11.729257641921397,3486,3447,0.9888123924268503
TASOLUK - TEKSTILKENT METRO,4,2022,1,13.51862464183381,43061,42366,0.9838601054318292
TASOLUK PERONLARI-KAYASEHIR-SEFAKOY-KARTALTEPE,4,2022,1,13.803243243243244,27823,27323,0.9820292563706287
TASOLUK-ARNAVUTKOY-YENIKAPI,4,2022,1,8.283333333333333,1778,1757,0.9881889763779528
TASOLUK-CEBECI MAH.,4,2022,1,13.666666666666666,107631,104814,0.9738272430805252
TASOLUK-FENERTEPE-METROKENT,4,2022,1,14.190783410138248,139493,136080,0.9755328224355344
TEKKE MEVKII - USKUDAR,4,2022,1,14.0,26672,26452,0.991751649670066
TEPEKENT - I.U. AVCILAR KAMPUSU,4,2022,1,13.591743119266056,39232,38613,0.9842220636215334
TEPEKENT-HAREMIDERE,4,2022,1,13.501712328767123,111603,109220,0.978647527396217
TEPEOREN-KARTAL METRO,4,2022,1,13.67741935483871,44929,44459,0.989539050501903
TEPEOREN-TUZLA,4,2022,1,13.79751671442216,209868,204458,0.9742218918558332
TEPEUSTU-AKSARAY,4,2022,1,14.340073529411764,175315,172349,0.983081881185295
TEPEUSTU-MALTEPE METRO/CEVIZLI PERONLAR,4,2022,1,12.589010989010989,18694,18611,0.9955600727506152
TEPEUSTU-MECIDIYEKOY,4,2022,1,14.03169014084507,117375,116104,0.989171458998935
TEPEUSTU-SILE,4,2022,1,13.410416666666666,42460,41820,0.9849269901083373
TOKATKOY - KADIKOY,4,2022,1,14.103926096997691,42899,42546,0.9917713699620038
TOKATKOY - USKUDAR,4,2022,1,13.59840954274354,59139,58446,0.9882818444681175
TOKATKOY-BEYKOZ-UMRANIYE.DEV.HST,4,2022,1,13.868470149253731,302193,297485,0.984420552428415
TOKATKOY-CAVUSBASI,4,2022,1,13.683476394849786,43791,43355,0.9900436162681829
TOKI AYAZMA-AYMA KOOP.-YENIKAPI,4,2022,1,14.158614402917047,211475,207046,0.9790566260787327
TOPKAPI - BESIKTAS,4,2022,1,14.312614259597806,141315,137754,0.9748009765417683
TOPKAPI - GOKTURK,4,2022,1,13.677586206896551,371165,366303,0.9869007045384128
TOPKAPI-HABIBLER,4,2022,2,12.183734939759036,4953848,4820684,0.9731190783407161
TOPKAPI-KAZLICESME,4,2022,1,14.331814038286236,68432,67656,0.9886602758943185
TUNEL,4,2022,2,14.103585657370518,315957,284658,0.9009390518330026
TURGUTREIS - EMINONU,4,2022,1,13.22841225626741,14633,14529,0.9928927766008337
TURGUTREIS – MECIDIYEKOY,4,2022,1,13.137651821862349,5386,5373,0.9975863349424434
TURK ALMAN UNV.-KAVACIK/KUCUKSU,4,2022,1,14.25,296546,291970,0.9845690044714817
TUYAP METROBUS - K.S.S. HASTANESI,4,2022,1,13.30668841761827,26487,26073,0.9843696907917091
TUYAP-GUMUSYAKA,4,2022,1,13.55083179297597,76438,74592,0.9758497082602894
TUZLA -KARTAL METRO,4,2022,1,13.988657844990549,103781,102675,0.9893429433133233
TUZLA DENIZ HARP OKULU-KARTAL METRO-CEVIZLI,4,2022,1,13.853372434017595,78392,77741,0.9916955811817533
TUZLA EMLAK KONUTLARI - SULTANBEYLI,4,2022,1,12.779661016949152,6426,6376,0.9922191098661687
TUZLA EMLAK KONUTLARI-TAVSANTEPE METRO,4,2022,1,13.253424657534246,15175,15067,0.9928830313014827
TUZLA ORGANIZE SANAYI - KAFKALE TUZLA SAHIL,4,2022,1,12.266187050359711,12542,12422,0.9904321479827779
TUZLA-AYDINLI TOKI KONUTLARI,4,2022,1,12.748201438848922,7365,7315,0.9932111337406653
TUZLA-EVORA KONUTLARI -  CEVIZLI,4,2022,1,12.86125211505922,19152,18983,0.9911758563074352
TUZLA-KARTAL METRO,4,2022,1,8.23076923076923,202,201,0.995049504950495
TUZLA-TOPKAPI,4,2022,1,12.79425837320574,1034973,1016675,0.9823203117376009
U.MUMCU-SOGANLIK METRO,4,2022,1,13.478002378121284,41078,40837,0.9941331126150251
UCUNCU HAVAALANI-MECIDIYEKOY,4,2022,1,13.807525325615051,6883,6810,0.9893941595234637
UGURMUMCU-ESENKENT METRO,4,2022,1,14.00834879406308,59880,59014,0.9855377421509686
UGURMUMCU-GUMUSPINAR- KARTAL,4,2022,1,13.510588235294115,8804,8676,0.9854611540208996
UGURMUMCU-KARTAL,4,2022,1,13.308724832214764,5319,5250,0.9870276367738297
UGURMUMCU-KARTAL-YAKACIK,4,2022,1,14.0,175689,171557,0.9764811684283022
UGURMUMCU-YAKACIK METRO - PENDIK,4,2022,1,13.004608294930875,3410,3359,0.9850439882697947
ULUS MAHALLESI - KABATAS,4,2022,1,15.002197802197802,9119,9038,0.9911174470884966
UMR.DEVLET HST.-C.BASI-KAVACIK,4,2022,1,13.60920666013712,102405,101099,0.9872467164689224
UMRANIYE DEV.HAST-CAKMAK MAH-ATASEHIR-USTBOSTANCI,4,2022,1,13.79582971329279,627406,617759,0.9846239914823894
UMRANIYE DEV.HAST-KUPLUCE-HAVUZBASI NATO YOLU,4,2022,1,13.027397260273972,24099,23938,0.9933192248641023
UMRANIYE-ESATPASA-GOZTEPE,4,2022,1,9.474747474747474,4527,4498,0.99359399160592
UMRANIYE-OMERLI-(HUSEYINLI KOYU),4,2022,1,13.004545454545454,46586,45758,0.9822264199544928
UMRANIYE-USTBOSTANCI,4,2022,1,13.590947907771136,246166,243059,0.9873784356897378
USKUDAR-ALEMDAR,4,2022,1,13.399201596806387,146720,145165,0.9894015812431843
USKUDAR-ALTBOSTANCI,4,2022,1,14.226737967914438,51875,51442,0.9916530120481928
USKUDAR-ATAKENT,4,2022,1,10.346153846153848,3495,3486,0.9974248927038627
USKUDAR-BEYKOZ,4,2022,1,13.48381601362862,233014,229622,0.9854429347592849
USKUDAR-BOGAZ,4,2022,3,13.925925925925926,861,837,0.9721254355400697
USKUDAR-BULGURLU MAHALLESI,4,2022,1,13.425101214574898,20457,20296,0.9921298333088918
USKUDAR-CAVUSBASI/ KARANLIKDERE,4,2022,1,13.887596899224809,69332,68660,0.9903075059135753
USKUDAR-CEKMEKOY,4,2022,2,12.24658573596358,6591700,6487184,0.9841443026836779
USKUDAR-EMINONU,4,2022,3,13.659160696008188,359021,337227,0.9392960300372402
USKUDAR-EMNIYET MAHALLESI,4,2022,1,13.567164179104475,81232,80058,0.9855475674610991
USKUDAR-ESATPASA,4,2022,1,13.04602510460251,4056,4024,0.9921104536489151
USKUDAR-FINDIKLI MAHALLESI,4,2022,1,14.066666666666666,306963,302610,0.9858191378113975
USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,4,2022,1,13.341994970662196,662033,648496,0.9795523788089113
USKUDAR-HEKIMBASI,4,2022,1,13.560796645702306,59293,58591,0.9881604911203683
USKUDAR-INKILAP MAH.,4,2022,1,13.728018757327082,31715,31496,0.9930947501182406
USKUDAR-KAVACIK-YENICAMII,4,2022,1,14.025,710,705,0.9929577464788732
USKUDAR-KIRAZLITEPE-FERAH MAH.,4,2022,1,13.359060402684564,197707,192081,0.9715437490832394
USKUDAR-MUSTAFA KEMAL MAH. YENISEHIR,4,2022,1,13.522935779816514,35479,35148,0.9906705375010569
USKUDAR-ORTAKOY,4,2022,3,13.57092819614711,4505,4440,0.9855715871254163
USKUDAR-RASATHANE,4,2022,1,13.330472103004292,51986,51533,0.9912861154926327
USKUDAR-S.GAZI EMEK MAH,4,2022,1,13.01555023923445,29130,28872,0.9911431513903193
USKUDAR-SENEVLER,4,2022,1,13.67013888888889,37347,37024,0.9913513802982836
USKUDAR-SOFULAR KOYU,4,2022,1,13.0,6528,6401,0.9805453431372549
USKUDAR-SOGUKSU MAHALLESI,4,2022,1,13.947269303201509,112610,111301,0.9883758103187994
USKUDAR-SULTANMURAT MAH,4,2022,1,14.24730021598272,54906,54417,0.9910938695224566
USKUDAR-TUFAN MAHALLESI,4,2022,1,14.1134401972873,42567,42196,0.9912843282354876
USKUDAR-TURKIS BLOKLARI,4,2022,1,13.580610021786493,53346,52938,0.9923518164435946
USKUDAR-UNALAN MAHALLESI,4,2022,1,13.297117516629712,52059,51532,0.9898768704738854
USKUDAR-USKUDAR DEVLET HASTANESI,4,2022,1,13.131147540983608,26365,25998,0.9860800303432581
USKUDAR-YAVUZTURK MAHALLESI,4,2022,1,14.126543209876544,80940,80229,0.9912157153446998
USKUDAR-YENI MAHALLE,4,2022,1,13.695691202872531,92193,91177,0.9889796405367002
USTBOSTANCI-TAKSIM,4,2022,1,13.189670525378451,82077,80491,0.9806766816525945
UZUNDERE-KOZYATAGI,4,2022,1,13.94606256742179,37671,37281,0.9896472087281994
V.KARANI-YAKACIK-KARTAL,4,2022,1,13.640439158279964,111892,110604,0.9884889000107246
VEYSEL KARANI / SAMANDIRA - KOZYATAGI METRO,4,2022,1,12.558766859344894,35765,35566,0.9944359010205508
VEYSEL KARANI MAH.- 4.LEVENT METRO,4,2022,1,13.1787521079258,19021,18917,0.9945323589716629
VEYSEL KARANI-METRO-CEVIZLI,4,2022,1,13.0349932705249,45273,44864,0.9909659178759967
VEYSEL KARANI-SAMANDIRA-KADIKOY,4,2022,1,14.10491493383743,59885,59079,0.9865408700008349
VEYSEL KARANI/ FATIH MAH. - KADIKOY,4,2022,1,13.68976215098242,43434,42936,0.9885343279458488
VEZNECILER - SISLI,4,2022,1,13.613613613613614,154152,151270,0.9813041673153771
VEZNECILER- YAYLA MAHALLESI,4,2022,1,13.856637168141592,159419,155962,0.9783150063668697
Y.KADIKOY-EMINONU,4,2022,3,13.022894521668029,245342,227082,0.9255732813786469
Y.KADIKOY-KABATAS,4,2022,3,13.605123674911662,62146,56674,0.9119492807260322
Y.TEPE UNV.- ATASEHIR- TAKSIM,4,2022,1,13.10727969348659,7862,7783,0.9899516662426864
YALIKOY-CATALCA,4,2022,1,13.491362763915546,26270,25481,0.9699657403882757
YASIOREN-ARNAVUTKOY,4,2022,1,13.657894736842104,6322,6055,0.9577665295792471
YAVUZTURK MAH.-UMRANIYE-EMEK MAH.,4,2022,1,12.806949806949808,18997,18857,0.9926304153287361
YAVUZTURK MAHALLESI-UMRANIYE METRO,4,2022,1,7.17910447761194,1430,1427,0.9979020979020979
YAYALAR MAH.-MARMARA UNIV.HST.-KARTAL METRO,4,2022,1,13.27016129032258,16524,16407,0.9929193899782135
YEDIKULE - EMINONU,4,2022,1,8.702702702702704,3146,3134,0.996185632549269
YEDIKULE - TAKSIM,4,2022,1,13.878143133462284,164787,161216,0.9783296012428165
YEDITEPE UNIV./FINDIKLI MAHALLESI - KOZYATAGI METRO,4,2022,1,10.52,4428,4406,0.9950316169828365
YEDITEPE UNV-FINDIKLI MAH-MALTEPE-CEVIZLI,4,2022,1,14.030754892823856,156293,154209,0.9866660694976742
YENI MAHALLE-KADIKOY,4,2022,1,13.456747404844291,5730,5698,0.9944153577661431
YENIBOSNA (KUYUMCUKENT) - BAKIRKOY,4,2022,1,14.04812834224599,260179,255413,0.9816818421163891
YENIBOSNA (KUYUMCUKENT) - EMINONU,4,2022,1,13.81665107577175,129256,126854,0.9814167234016216
YENIBOSNA (KUYUMCUKENT) - YENIKAPI,4,2022,1,13.52051282051282,257414,252689,0.9816443550078862
YENIBOSNA METRO - EMINONU,4,2022,1,13.724137931034482,139846,137498,0.983210102541367
YENIBOSNA METRO - IKITELLI OSB - BASAKSEHIR METROKENT,4,2022,1,12.190751445086706,4951,4924,0.9945465562512624
YENIBOSNA METRO-ARNAVUTKOY,4,2022,1,13.695079086115992,102092,100004,0.979547858794029
YENIBOSNA METRO-KAZLICESME,4,2022,1,14.246350364963504,61358,60475,0.9856090485348283
YENIBOSNA METRO-KUYUMCUKENT,4,2022,1,13.066666666666666,51859,51502,0.9931159490156
