line,month,year,transport_type_id,transition_hour,number_of_passage,number_of_passenger,intensity
CEZAEVI-OTOGAR,3,2021,1,12.56712962962963,11886,11844,0.9964664310954063
CIFTLIKKOY-CATALCA,3,2021,1,12.800925925925926,9210,9179,0.9966340933767643
CIHANGIR MAH. - AVCILAR - OTOGAR,3,2021,1,13.968695652173912,383138,381693,0.9962285129639973
CIKSALIN - EMINONU,3,2021,1,13.631313131313131,41029,40939,0.9978064295985766
CIKSALIN-TAKSIM,3,2021,1,13.547595682041218,83444,83103,0.9959134269689852
CIRCIR METRO - 4.LEVENT METRO,3,2021,1,13.241610738255034,5328,5327,0.9998123123123123
CIRCIR METRO/IMAR - SISLI,3,2021,1,13.35427135678392,17346,17311,0.9979822437449556
CIRCIR METRO/IMAR - VEZNECILER,3,2021,1,13.852,53825,53702,0.9977148165350673
CIRCIR METRO/YILDIZTABYA - EMINONU,3,2021,1,13.854686156491832,265658,264196,0.9944966837061184
CIRCIR METRO/YILDIZTABYA - MECIDIYEKOY,3,2021,1,14.165200391006843,56464,56283,0.9967944176820629
CIRCIR METRO/YILDIZTABYA - TAKSIM,3,2021,1,13.66504263093788,39982,39916,0.9983492571657245
CIRCIR METRO/YILDIZTABYA - VEZNECILER,3,2021,1,13.819644369178665,402028,400162,0.9953585322415354
CUBUKLU-ISTINYE,3,2021,3,13.131519274376418,16360,16339,0.9987163814180929
CUMH.MAH-KUCUK CAMLICA - USKUDAR,3,2021,1,13.796875,51275,51048,0.99557289127255
CUMHURIYET MAHALLESI-MECIDIYEKOY,3,2021,1,13.718362282878411,38622,38570,0.9986536171094195
CUMHURIYETKOY / HUSEYINLI - CEKMEKOY,3,2021,1,13.50909090909091,15029,15010,0.9987357774968394
DEGIRMENDERE-KAVACIK,3,2021,1,13.675972083748754,59166,58956,0.9964506642328365
DELIKKAYA-OMERLI KIPTAS-BEYLIKDUZU,3,2021,1,13.406,7674,7671,0.9996090695856138
DELIKLI KAYA - ARNAVUTKOY,3,2021,1,12.97062423500612,18376,18310,0.9964083587287766
DELIKLIKAYA-BAHCESEHIR-MAHMUTBEY METRO,3,2021,1,13.474940334128878,22421,22397,0.9989295749520539
DEMOKRASI CAD-YAMANEVLER METRO,3,2021,1,13.595408895265424,10669,10635,0.9968131971131315
DENIZ HARP OKULU - SABIHA GOKCEN HAVALIMANI,3,2021,1,13.512618296529968,10352,10333,0.9981646058732612
DENIZ HARP OKULU-MALTEPE PERONLAR,3,2021,1,13.35487661574618,28569,28498,0.9975147887570444
DERBENT MAHALLESI- BESIKTAS,3,2021,1,10.87719298245614,1633,1633,1.0
DIKILITAS-EMINONU,3,2021,1,13.595238095238097,7644,7611,0.9956828885400314
DRAMAN - BEYAZIT,3,2021,1,13.367292225201073,19399,19333,0.9965977627712769
DRAMAN - EMINONU,3,2021,1,13.569411764705883,76557,76046,0.9933252347923769
DUMLUPINAR / KAZIMKARABEKIR - KADIKOY,3,2021,1,13.120451693851944,21935,21914,0.999042625940278
DUMLUPINAR-USKUDAR,3,2021,1,13.309155766944114,35590,35523,0.998117448721551
E.KADIKOY-ADALAR,3,2021,3,13.991623036649214,15951,15936,0.9990596200865149
E.KADIKOY-BESIKTAS,3,2021,3,14.298591549295775,133287,133197,0.9993247653559612
E.KADIKOY-BOGAZ,3,2021,3,13.41880341880342,771,771,1.0
EDIRNEKAPI - BESIKTAS,3,2021,1,13.744252873563218,116460,116134,0.9972007556242487
EDIRNEKAPI - TAKSIM,3,2021,1,13.943882244710212,171977,171435,0.9968484157765283
EMINONU - KULAKSIZ,3,2021,1,13.615311004784688,184103,183024,0.9941391503669141
EMINONU -KULAKSIZ,3,2021,1,13.860819828408008,167406,166490,0.9945282725828226
EMINONU-ALIBEYKOY,3,2021,2,14.128892733564014,200288,198644,0.9917918197795175
EMINONU-KADIKOY,3,2021,3,13.793650793650794,209091,208705,0.9981539138461244
EMINONU-USKUDAR,3,2021,3,13.960077896786755,220222,219837,0.9982517641289245
EMIRGAN - 4.LEVEND METRO,3,2021,1,14.652229299363055,15641,15588,0.9966114698548686
EMNIYETTEPE - EMINONU,3,2021,1,13.63261296660118,137500,136934,0.9958836363636364
EMNIYETTEPE - HACIOSMAN METRO,3,2021,1,13.854037267080743,4885,4885,1.0
EMNIYETTEPE -TAKSIM,3,2021,1,13.72064393939394,125690,124960,0.9941920598297398
EMNIYETTEPE- HAMIDIYE MAH. - BESIKTAS,3,2021,1,14.024110218140068,35537,35487,0.9985930157300842
ENSAR MAHALLESI-IMRAHOR KOYU-CEBECI MAHALLESI,3,2021,1,13.387733887733887,63612,63324,0.9954725523486134
ESATPASA-ATASEHIR-YEDITEPE UNV.,3,2021,1,13.520515826494725,67779,67682,0.9985688782661296
ESENEVLER-ACIBADEM METROBUS-USKUDAR,3,2021,1,12.712328767123289,2527,2527,1.0
ESENEVLER-USKUDAR,3,2021,1,13.37049180327869,3580,3575,0.9986033519553073
ESENKENT - HUZUREVI METRO,3,2021,1,13.778042959427207,17472,17435,0.997882326007326
ESENKENT BAHCESEHIR - BAKIRKOY,3,2021,1,14.06183368869936,23630,23611,0.9991959373677528
ESENKENT BAHCESEHIR - MECIDIYEKOY,3,2021,1,13.62127659574468,26808,26785,0.9991420471501045
ESENKENT ESENYURT - AVCILAR METROBUS,3,2021,1,13.401185770750988,42013,41861,0.9963820722157427
ESENKENT/BAHCESEHIR - BIRLIK MAHALLESI,3,2021,1,13.080645161290322,28272,28248,0.9991511035653651
ESENLER - TAVSANTEPE METRO/ KARTAL,3,2021,1,13.642857142857142,18468,18441,0.9985380116959064
ESENLER METRO - TAKSIM,3,2021,1,12.011061946902656,11950,11939,0.9990794979079498
ESENLER METRO-AKSARAY MURATPASA,3,2021,1,10.563636363636364,763,763,1.0
ESENTEPE MAH. - BEYAZIT,3,2021,1,14.105726872246697,181731,180935,0.9956198997419262
ESENYURT -  KIPTAS 4.ETAP - 5.ETAP - AVCILAR METROBUS,3,2021,1,12.63157894736842,28804,28741,0.9978128037772531
ESENYURT DEVLET HASTANESI- TUYAP,3,2021,1,12.695652173913045,9505,9501,0.9995791688584955
ESENYURT INCIRTEPE-AKSARAY,3,2021,1,12.024875621890548,9644,9640,0.9995852343425964
ESKIHISAR-TOPCULAR,3,2021,3,12.054363376251787,22400,22379,0.9990625
EVREN MAHALLESI-YENIMAHALLE METRO-GUNESLI (RING),3,2021,1,13.617615467239528,93390,93147,0.9973980083520719
EVTAS BLOKLARI - UMRANIYE METRO / U.EGT.ARS.HASTAN,3,2021,1,12.413919413919414,7330,7306,0.9967257844474762
EYUP - PIYERLOTI,3,2021,2,13.744505494505496,40045,36424,0.9095767261830441
EYUP UCSEHITLER-TAKSIM,3,2021,1,12.731958762886595,3269,3264,0.9984704802691955
EYUPSULTAN-VEZNECILER,3,2021,1,14.245173745173744,229295,227789,0.9934320416930156
FATIH SULTAN KARAYOLLARI-SISLI,3,2021,1,13.548042704626337,5914,5908,0.9989854582346973
FATIH SULTAN MEHMET - BESIKTAS,3,2021,1,13.24126455906822,10094,10081,0.998712106201704
FATIH SULTAN MEHMET - KABATAS,3,2021,1,13.926691729323307,104089,103787,0.997098636743556
FATIH SULTAN MEHMET- SISLI,3,2021,1,14.15829383886256,98487,98199,0.9970757561911724
FENERTEPE PERONLAR - BASAKSEHIR - BAHCESEHIR,3,2021,1,13.353887399463806,19571,19554,0.9991313678401716
FENERTEPE PERONLAR - BIRLIK MAHALLESI,3,2021,1,13.39686684073107,12683,12671,0.9990538516123946
FENERTEPE PERONLAR/BASAKSEHIR - YENIBOSNA METRO,3,2021,1,13.342668863261943,28208,28200,0.9997163925127623
FENERTEPE PERONLAR/BASAKSEHIR-AVCILAR,3,2021,1,13.587349397590362,38020,37968,0.9986322987901105
FENERTEPE-BASAKSEHIR METROKENT,3,2021,1,13.7866927592955,81900,81544,0.9956532356532356
FENERTEPE-YENIBOSNA METRO,3,2021,1,13.768558951965066,45159,45091,0.9984942093491884
FERHATPASA-SOYAK YENISEHIR,3,2021,1,13.543071161048688,3149,3147,0.9993648777389648
FERHATPASA–UMRANIYEMETRO-CAMLICACAMII,3,2021,1,13.815,124278,123851,0.9965641545567197
FERIKOY - EMINONU,3,2021,1,13.713185755534168,126887,126130,0.9940340618030216
FERIKOY-YENIKAPI,3,2021,1,11.779661016949152,2795,2794,0.9996422182468694
FEVZI CAKMAK MAH.- BAKIRKOY,3,2021,1,12.341463414634148,3674,3669,0.9986390854654328
FINDIKLI MAH.- BOSTANCI,3,2021,1,13.965,1832,1831,0.9994541484716157
FINDIKLI MAHALLESI - KOZYATAGI,3,2021,1,13.651480637813211,9067,9062,0.9994485496856733
FLORYA-BAKIRKOY,3,2021,1,13.5,29517,29477,0.9986448487312396
FLORYA-TAKSIM,3,2021,1,13.927893738140416,5982,5980,0.9996656636576395
FULYA MAHALLESI-EMINONU,3,2021,1,13.396440129449838,7684,7654,0.9960957834461218
FULYA/SISLI - KABATAS,3,2021,1,12.86231884057971,5048,5039,0.998217115689382
G.O.PASA FIZIK TED.HST-KOCATEPE METRO,3,2021,1,13.907017543859649,47148,46952,0.99584287774667
GAYRETTEPE - EMINONU,3,2021,1,13.392523364485982,32229,32173,0.9982624344534425
GAZIOSMANPASA - BESIKTAS,3,2021,1,13.88692232055064,78843,78637,0.9973872125616732
GAZIOSMANPASA - EMINONU,3,2021,1,13.733527131782946,215986,214970,0.9952959914068504
GAZIOSMANPASA - SISLI,3,2021,1,14.068406840684068,243210,242147,0.9956292915587353
GAZIOSMANPASA -TAKSIM,3,2021,1,13.691580756013746,265159,264286,0.996707635795881
GAZIOSMANPASA-MECIDIYEKOY,3,2021,1,14.19454770755886,16575,16518,0.9965610859728506
GIYIMKENT - T.REIS - EMINONU,3,2021,1,13.946341463414637,75901,75706,0.9974308638884863
GIYIMKENT - T.REIS - MECIDIYEKOY,3,2021,1,13.761737089201878,29596,29508,0.9970266252196243
GIYIMKENT / FATIH MAHALLESI - KUYUMCUKENT,3,2021,1,13.520644511581068,113504,113178,0.9971278545249507
GIYIMKENT-TURGUT REIS-BAKIRKOY,3,2021,1,13.693877551020408,58827,58616,0.9964132116205144
GIYKOOP - BIRLIK MAH - EMINONU,3,2021,1,13.8752417794971,65644,65495,0.9977301809761745
GOKTURK - HACIOSMAN METRO,3,2021,1,13.545454545454543,2007,2005,0.9990034877927254
GOKTURK KOYU-4. LEVENT METRO ,3,2021,1,13.69621513944223,59214,59132,0.9986151923531598
GOKTURK-EMINONU,3,2021,1,14.101547388781432,48622,48561,0.9987454238821932
GOKTURK-PIRINCCIKOY-MESCIDI SELAM,3,2021,1,13.143262411347518,11590,11578,0.9989646246764452
GOLLU/OMERLI-UMRANIYE,3,2021,1,13.72923076923077,9105,9099,0.9993410214168039
GOZDAGI MAH.-KARTAL METRO-CEVIZLI,3,2021,1,13.518796992481205,3285,3271,0.995738203957382
GOZTEPE MAH. - BAKIRKOY,3,2021,1,13.724890829694322,41236,41130,0.9974294305946261
GOZTEPE MAHALLESI - BEYAZIT,3,2021,1,14.16370106761566,188820,188404,0.9977968435547082
GULBAG - EMINONU,3,2021,1,13.381965552178318,81389,81046,0.9957856712823601
GULENSU MAHALLESI - HUZUREVI METRO,3,2021,1,13.773042616451932,40154,40048,0.9973601633710215
GULTEPE - SISLI,3,2021,1,13.558748943364328,195149,194226,0.9952702806573439
GUNESLI - BEYAZIT,3,2021,1,13.434640522875815,596066,592425,0.9938916160290975
GUNESLI - MAHMUTBEY METRO,3,2021,1,12.697777777777778,2353,2350,0.9987250318742031
GUNESLI BASIN TESISLERI - BAKIRKOY,3,2021,1,14.085481682496608,18368,18312,0.9969512195121951
GUNESLI-EMINONU,3,2021,1,13.91579861111111,184094,183599,0.9973111562571295
GUNESLI-MECIDIYEKOY,3,2021,1,13.928571428571429,203284,202793,0.9975846598846934
GUNESTEPE-TAKSIM,3,2021,1,13.637393767705383,124434,124131,0.997564974203192
GURPINAR –  AVCILAR METROBUS,3,2021,1,13.426453819840363,35699,35649,0.9985994005434325
GURPINAR- TUYAP METROBUS,3,2021,1,12.854077253218884,2677,2672,0.9981322375793799
GURPINAR– AVCILAR METROBUS,3,2021,1,13.41021416803954,150331,149140,0.992077482355602
GUVERCINTEPE MAH-KAYASEHIR-BASAKSEHIR,3,2021,1,13.638646288209609,36442,36398,0.9987926019428133
GUVERCINTEPE-OLIMPIYATKOY METRO,3,2021,1,14.150959860383944,98688,98494,0.9980342088197146
GUVERCINTEPE/FENERTEPE-EMINONU,3,2021,1,13.516629711751664,15495,15485,0.9993546305259762
GUZELTEPE - EMINONU,3,2021,1,13.91321118611379,66305,66080,0.996606590754845
GUZELTEPE-USKUDAR,3,2021,1,14.049342105263158,9601,9586,0.9984376627434642
GUZELYALI - TUZLA DEVLET HST.,3,2021,1,13.561363636363636,3522,3482,0.9886428165814878
HACI OSMAN METRO -  RUMELI FENERI,3,2021,1,13.75965250965251,83878,83583,0.996482987195689
HACI OSMAN METRO - KILYOS,3,2021,1,14.02609506057782,101369,100985,0.9962118596415077
HACI OSMAN METRO - KISIRKAYA,3,2021,1,14.218780251694096,130954,130440,0.9960749576187058
HACI OSMAN METRO-Y.EMRE-UYUM SITESI,3,2021,1,14.219178082191782,39576,39450,0.9968162522741055
HACIOSMAN METRO-KOCTAS,3,2021,1,14.275568181818182,46273,46163,0.9976228037948696
HACIOSMAN METRO-TUNEL-SARIYER,3,2021,1,14.094850948509484,10969,10930,0.9964445254809007
HACIOSMAN-SARIYER - ISTANBUL HAVALIMANI,3,2021,1,12.8203125,2533,2532,0.9996052112120016
HADIMKOY KIPTAS 3. ETAP / KELEBEKLER VADISI-BAHCESEHIR,3,2021,1,12.910662824207494,3906,3905,0.9997439836149513
HADIMKOY TOKI-BAYRAMPASA METRO,3,2021,1,13.495774647887323,114415,114064,0.9969322204256434
HADIMKOY- I.U AVCILAR KAMPUS,3,2021,1,13.032761310452418,341544,338283,0.9904521818565104
HADIMKOY- YENIBOSNA METRO,3,2021,1,13.47007722007722,74417,74331,0.9988443500812987
HALIC,3,2021,3,13.604895104895103,94570,94312,0.9972718621127208
HALKALI - GEBZE,3,2021,2,13.545901639344262,8044421,8002708,0.9948146672084914
HALKALI EGT.ARS.HAST - BAKIRKOY,3,2021,1,13.867241379310345,493788,491016,0.994386254830008
HALKALI ISTASYON - EMINONU,3,2021,1,13.722459436379165,273542,272232,0.9952109730863999
HALKALI ISTASYONU-INONU MAHALLESI,3,2021,1,13.783737024221454,7284,7260,0.9967051070840197
HALKALI MARMARAY - SEHIR HASTANESI,3,2021,1,13.4603550295858,47564,47349,0.9954797746194601
HALKALI-ISTANBUL HAVALIMANI,3,2021,1,12.839248434237996,10088,10072,0.9984139571768438
HAMIDIYE MAH.-TAKSIM,3,2021,1,14.248789932236203,56074,55937,0.9975567999429326
HAMIDIYE MAHALLESI - MECIDIYEKOY,3,2021,1,13.951527924130664,31087,30991,0.9969118924309197
HAMIDIYE MAHALLESI-EMINONU,3,2021,1,13.59500693481276,16068,16040,0.9982574060243963
HAREM-PENDIK,3,2021,1,13.911428571428573,42791,42671,0.9971956719871001
HAREM-SILE,3,2021,1,13.53018372703412,5282,5281,0.9998106777735706
HAREM-SILE-AGVA,3,2021,1,13.768292682926829,14697,14676,0.998571136966728
HAREM-U.MUMCU MAH,3,2021,1,13.859,37250,37199,0.9986308724832215
HASKOY - SISLI - TAKSIM,3,2021,1,13.118203309692673,4184,4177,0.9983269598470363
HASKOY - TAKSIM - MECIDIYEKOY,3,2021,1,13.250262881177708,62837,62589,0.9960532807104094
HAZNEDAR - EMINONU,3,2021,1,13.372040586245772,31565,31510,0.9982575637573261
HILAL KONUTLARI - TEPEUSTU,3,2021,1,13.4884287454324,29616,29587,0.9990207995678012
HILAL KONUTLARI-KARTAL METRO,3,2021,1,13.4006309148265,30635,30540,0.9968989717643219
HILAL KONUTLARI-PENDIK METRO/YHT,3,2021,1,13.66031746031746,24098,24013,0.9964727363266661
HILTON SITESI-EMINONU,3,2021,1,12.27843137254902,2554,2549,0.9980422866092404
HURRIYET MAHALLESI- EMINONU,3,2021,1,13.575757575757576,1577,1575,0.9987317691819911
I.U AVCILAR KAMPUSU - SEHIR HASTANESI,3,2021,1,13.160413971539455,21381,21338,0.9979888686216735
IBN HALDUN UNI.-BAHCETEPE-OLIMPIYATKOY METRO,3,2021,1,13.31578947368421,387,384,0.9922480620155039
IC HATLAR,3,2021,3,13.830255057167983,811055,807556,0.995685865940041
ICMELER-KARTAL METRO,3,2021,1,12.900966183574878,5530,5524,0.9989150090415914
IHLAS MARMARA EVLERI - AVCILAR METROBUS,3,2021,1,12.601092896174864,2679,2676,0.9988801791713325
IHLAS MARMARA EVLERI-ZEYTINBURNU METRO,3,2021,1,13.592045454545454,28533,28462,0.9975116531735184
INKILAP MAH.-KADIKOY,3,2021,1,14.087671232876712,112385,112011,0.996672153757174
ISPARTAKULE BIZIMEVLER-TAKSIM,3,2021,1,12.953051643192488,3652,3648,0.9989047097480832
ISTANBUL HAVALIMANI - MAHMUTBEY METRO,3,2021,1,13.165338645418329,7455,7436,0.9974513749161636
ISTINYE DEREICI - FERAHEVLER - KABATAS,3,2021,1,14.312169312169312,241015,240173,0.99650644150779
ISTINYE DEREICI - KABATAS,3,2021,1,13.320368474923235,75661,75487,0.9977002683020314
ISTINYE DEREICI - SISLI,3,2021,1,14.087151841868822,171820,171127,0.995966709346991
ISTINYE DEREICI-TAKSIM,3,2021,1,14.078897338403042,126923,126534,0.9969351496576665
ISTINYE-CUBUKLU,3,2021,3,13.474358974358974,20812,20781,0.9985104747261195
ISTINYEDEREICI-RESITPASA-SISLI ,3,2021,1,13.950657894736842,56506,56374,0.9976639648886844
ISTOC - BAKIRKOY,3,2021,1,13.69550930996714,40220,40130,0.9977623073097961
K.S.S EGT.ARS.HST.-MECIDIYEKOY,3,2021,1,13.49452736318408,43036,42988,0.9988846547076866
K.S.S HASTANESI-B.CEKMECE DEVLET HASTANESI,3,2021,1,13.983827493261456,278630,277265,0.9951010300398377
K.S.S HASTANESI-HALKALI-MEHMETAKIF MAH.-BASAKSEHIR 4.ETAP,3,2021,1,13.293729372937294,29314,29260,0.9981578767824247
K.S.SULEYMAN EGT.ARS.HST-SOGUTLU CESME-Z.BURNU METRO,3,2021,1,14.1875,103767,103449,0.9969354419034954
K.S.SULEYMAN HASTANESI - MAHMUTBEY METRO,3,2021,1,13.612456747404844,43103,43000,0.9976103751479015
K.S.SULEYMANEGT.ARS.HST- UCYUZLU METRO,3,2021,1,13.541505791505791,127017,126461,0.9956226331908328
KABATAS-ADALAR,3,2021,3,13.7765843179377,26232,26205,0.9989707227813358
KABATAS-BAGCILAR,3,2021,2,13.178343949044589,7955103,7822862,0.9833765823019514
KABATAS-MAHMUTBEY,3,2021,2,13.409756097560976,2485745,2476863,0.9964268257604862
KADIKOY - CEKMEKOY,3,2021,1,13.020325203252032,10552,10537,0.9985784685367702
KADIKOY - FIKIRTEPE - BATI ATASEHIR,3,2021,1,14.01705565529623,179932,178705,0.9931807571749327
KADIKOY - MODA,3,2021,2,13.272844272844273,37796,37324,0.9875119060218013
KADIKOY- ZUMRUTEVLER,3,2021,1,12.917624521072796,14119,14104,0.9989376018131596
KADIKOY-ALEMDAG,3,2021,1,13.663575042158516,309437,308500,0.9969719199707856
KADIKOY-ALTBOSTANCI,3,2021,1,13.099236641221374,2116,2113,0.9985822306238186
KADIKOY-ATASEHIR,3,2021,1,13.473190348525469,20304,20275,0.9985717100078803
KADIKOY-BARBOROS MAH,3,2021,1,13.33649289099526,5661,5628,0.9941706412294647
KADIKOY-BASIBUYUK MAHALLESI,3,2021,1,13.228346456692911,14390,14356,0.9976372480889507
KADIKOY-BEREKET SITESI,3,2021,1,10.256410256410255,338,338,1.0
KADIKOY-BEYKOZ,3,2021,1,13.91404255319149,495906,492492,0.9931156307848665
KADIKOY-BOSTANCI,3,2021,1,13.711402623612512,131673,131077,0.9954736354453836
KADIKOY-BURHANIYE MAHALLESI,3,2021,1,12.343283582089551,4572,4566,0.9986876640419947
KADIKOY-CAKMAK MAH-ATASEHIR,3,2021,1,13.721938775510203,315032,313321,0.9945688057086264
KADIKOY-EMINONU,3,2021,3,13.00233644859813,235415,235152,0.9988828239491961
KADIKOY-ERENKOY,3,2021,1,13.38196915776987,17958,17941,0.9990533466978505
KADIKOY-ESATPASA,3,2021,1,13.624106230847804,92138,91729,0.995561006316612
KADIKOY-ESENEVLER,3,2021,1,13.792843691148777,108986,108679,0.9971831244380012
KADIKOY-ESENKENT,3,2021,1,13.0,771,771,1.0
KADIKOY-ESENSEHIR,3,2021,1,13.454545454545457,284055,283060,0.9964971572406752
KADIKOY-ESENSEHIR MAH,3,2021,1,13.403508771929824,29672,29627,0.9984834187112429
KADIKOY-FENERBAHCE,3,2021,1,13.256410256410255,12551,12541,0.9992032507369931
KADIKOY-FERHATPASA MAH,3,2021,1,13.667892156862743,25372,25336,0.9985811130379947
KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,3,2021,1,13.580672268907565,419235,415920,0.9920927403484919
KADIKOY-GOLET-SULTANBEYLI,3,2021,1,13.858939802336028,202330,201636,0.9965699599663915
KADIKOY-GOZTEPE,3,2021,1,13.36449704142012,16886,16853,0.9980457183465593
KADIKOY-GULENSU MAH,3,2021,1,10.344827586206897,944,943,0.9989406779661016
KADIKOY-GUZELTEPE,3,2021,1,13.656810982048574,107271,107001,0.9974830103196577
KADIKOY-KARTAL,3,2021,2,13.415785191212368,3648834,3634715,0.9961305447164766
KADIKOY-KAVACIK-YENICAMI,3,2021,1,13.752548656163114,115054,114680,0.9967493524779669
KADIKOY-KAYISDAGI,3,2021,1,13.73531914893617,284096,282598,0.9947271344897499
KADIKOY-KAYISDAGI MAHALLESI,3,2021,1,13.871772805507746,179474,178745,0.9959381303141402
KADIKOY-KAZIM KARABEKIR MAH.,3,2021,1,13.964601769911503,229430,228035,0.9939197140740095
KADIKOY-KOSUYOLU-USKUDAR,3,2021,1,12.361344537815128,3032,3027,0.9983509234828496
KADIKOY-KUCUKYALI LOJMANLARI,3,2021,1,12.681818181818182,3838,3832,0.9984366857738406
KADIKOY-KUPLUCE MAH,3,2021,1,14.233716475095786,102485,102105,0.9962921403132166
KADIKOY-KURFALI MAHALLESI,3,2021,1,13.13972602739726,5544,5540,0.9992784992784993
KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,3,2021,1,11.524258760107816,115004,114647,0.9968957601474732
KADIKOY-MARMARA EGT.ARS.HAST-KURTKOY,3,2021,1,13.784330244313397,174731,174191,0.9969095352284368
KADIKOY-PENDIK,3,2021,1,13.782237403928267,420786,418149,0.9937331565213672
KADIKOY-RASATHANE-ANADOLU HISARI,3,2021,1,13.769686706181202,374112,371417,0.9927962749123257
KADIKOY-S.SAHINBEY MAH,3,2021,1,13.96613190730838,311373,309794,0.9949289116268912
KADIKOY-SARIGAZI-YENIDOGAN,3,2021,1,13.221331194867682,494088,492098,0.9959723773902625
KADIKOY-SIFA MAHALLESI,3,2021,1,14.00085984522786,404611,403385,0.9969699291418177
KADIKOY-TURKIS BLOKLARI,3,2021,1,13.608187134502923,241108,240182,0.9961593974484464
KADIKOY-TUZLA,3,2021,1,13.819287576020852,126690,126393,0.997655695003552
KADIKOY-U.MUMCU MAH.,3,2021,1,13.619718309859154,1075,1073,0.998139534883721
KADIKOY-UMRANIYE TEPEUSTU,3,2021,1,14.163920208152645,224118,222885,0.9944984338607341
KADIKOY-UNALAN MAH.,3,2021,1,13.092307692307692,17554,17492,0.9964680414720292
KADIKOY-USKUDAR,3,2021,1,13.350993377483444,414617,407270,0.9822800319330852
KADIKOY-VALI EVLERI,3,2021,1,11.84313725490196,3641,3635,0.9983521010711343
KADIKOY-YAVUZTURK MAHALLESI,3,2021,1,14.005591798695248,51358,51268,0.9982475953113439
KADIKOY-YENIDOGAN,3,2021,1,13.204780876494024,754294,750139,0.9944915377823501
KADIKOY-YENISEHIR,3,2021,1,13.270858524788393,19721,19667,0.9972618021398509
KADIKOY-YENISEHIR-DUDULLU,3,2021,1,13.804,66225,66136,0.9986560966402416
KAGITHANE - KABATAS,3,2021,1,14.215156794425088,302241,300363,0.9937864154763913
KAGITHANE GARAJI-YENIBOSNA METRO,3,2021,1,12.378048780487806,7226,7221,0.999308054248547
KAGITHANE-AKSARAY,3,2021,1,11.580281690140843,5545,5541,0.9992786293958521
KAGITHANE-CELIKTEPE-KABATAS,3,2021,1,14.176203451407812,202263,201427,0.9958667675254496
KAGITHANE-CELIKTEPE-SISLI,3,2021,1,13.78110599078341,25465,25418,0.998154329471824
KAPTANPASA - DOLAPDERE - TAKSIM,3,2021,1,13.166666666666666,5817,5809,0.9986247206463813
KARADENIZ MAH. EMINONU,3,2021,1,13.305369127516778,40025,39964,0.9984759525296689
KARADENIZ MAH./ GUMUSSUYU,3,2021,1,12.867647058823527,4608,4603,0.9989149305555556
KARADENIZ MAHALLESI - BEYAZIT,3,2021,1,13.691521961184884,38913,38838,0.9980726235448307
KARADOLAP MAH.-BINEVLER-SISLI,3,2021,1,13.51506456241033,11404,11373,0.9972816555594528
KARAKOY-BOSTANCI,3,2021,3,14.645933014354068,5876,5875,0.9998298162014976
KARAKOY-KADIKOY,3,2021,3,12.970212765957449,62555,62502,0.9991527455838862
KARAKOY-USKUDAR,3,2021,3,12.968794326241134,61631,61614,0.9997241647872013
KARAKOY-Y.KADIKOY,3,2021,3,14.365831012070569,99473,99393,0.9991957616639691
KARTAL - CEZAEVI,3,2021,1,13.497975708502024,23581,23513,0.9971163224629999
KARTAL - KAYNARCA - VELIBABA MAH.,3,2021,1,13.627599243856332,278735,276684,0.9926417565070766
KARTAL METRO-TOPSELVI MAHALLESI/GULSUYU METRO,3,2021,1,14.1353591160221,96272,95659,0.9936326242313446
KARTAL-AYDINLI TOKI KONUTLARI,3,2021,1,13.860205032618826,161227,159997,0.9923710048565066
KARTAL-BALLICA-KURTDOGMUS,3,2021,1,13.390461997019374,14108,14087,0.9985114828466118
KARTAL-BOYA VERNIK SANAYI-AKFIRAT EVLERI,3,2021,1,12.25974025974026,4189,4185,0.9990451181666269
KARTAL-EESENKENT METRO,3,2021,1,13.487465181058496,2670,2656,0.9947565543071161
KARTAL-GULENSU MAH,3,2021,1,12.533898305084746,3858,3855,0.9992223950233281
KARTAL-GUZELYALI,3,2021,1,13.449139280125197,20848,20800,0.9976976208749041
KARTAL-KAVAKPINAR-KURTKOY SAN.MAH.,3,2021,1,13.553416746871992,73987,73671,0.9957289794153027
